repo,pr_id,title,body,author,created_time,merged,labels
langchain-ai/langchain,38622,feat(langchain-classic): SQL validation and PythonREPL security warning,"---

SQL database chains execute model-generated SQL without validation by default. `PythonREPL` remains a footgun for production agents.

## Changes

- Add `validate_sql_query()` using `sqlglot` (opt-in via `validate_sql=True` on the query chain).
- Emit a security-focused deprecation warning when importing `PythonREPL` from classic tools.
- Update stale xfail message in `test_schema.py`.

## Release note

- SQL query chain supports opt-in SQL validation via `validate_sql=True`.
- Importing `PythonREPL` logs a security warning.

## Tests

- `libs/langchain/tests/unit_tests/chains/test_sql_validation.py`

```bash
uv run --group test pytest libs/langchain/tests/unit_tests/chains/test_sql_validation.py
```

---

_Disclaimer: This contribution was prepared with assistance from an AI coding agent._",sudip-das-0,2026-07-02T18:02:55Z,False,"['feature', 'langchain-classic', 'external', 'size: S', 'missing-issue-link', 'new-contributor']"
langchain-ai/langchain,38621,feat(openrouter): add OpenRouterEmbeddings,"---

OpenRouter exposes an embeddings API but the partner package only shipped chat models.

## Changes

- Add `OpenRouterEmbeddings` with sync/async embed APIs.
- Export from `langchain_openrouter.__init__`.

## Release note

- New `OpenRouterEmbeddings` class in `langchain-openrouter`.

## Tests

- `libs/partners/openrouter/tests/unit_tests/test_embeddings.py`

```bash
uv run --group test pytest libs/partners/openrouter/tests/unit_tests/test_embeddings.py
```

---

_Disclaimer: This contribution was prepared with assistance from an AI coding agent._",sudip-das-0,2026-07-02T18:02:50Z,False,"['integration', 'feature', 'external', 'openrouter', 'size: S', 'missing-issue-link', 'new-contributor']"
langchain-ai/langchain,38620,refactor(openai): lazy-import tiktoken in embeddings,"---

`tiktoken` was imported at module load time for OpenAI embeddings, causing import failures when the optional dependency is not installed.

## Changes

- Lazy-import `tiktoken` inside the tokenization code path with a clear `ImportError` message.
- Move `tiktoken` from required dependencies to the optional `[tiktoken]` extra in `pyproject.toml`.

## Release note

- `langchain-openai` no longer requires `tiktoken` at install or import time. Install with `pip install langchain-openai[tiktoken]` or set `tiktoken_enabled=False` and use HuggingFace tokenization.

## Tests

```bash
uv run --group test pytest libs/partners/openai/tests/unit_tests/embeddings/ -k ""not integration""
```

---

_Disclaimer: This contribution was prepared with assistance from an AI coding agent._",sudip-das-0,2026-07-02T18:02:45Z,False,"['integration', 'dependencies', 'refactor', 'openai', 'external', 'size: XS', 'missing-issue-link', 'new-contributor']"
langchain-ai/langchain,38619,"fix(langchain): agent structured_response, HITL reject, and middleware features","Closes #36957
Closes #37093

---

`create_agent` could leave a stale `structured_response` in graph state across turns, causing incorrect routing. `HumanInTheLoopMiddleware` kept rejected tool calls on the AI message even though they should not execute. This PR also bundles related middleware improvements that share the agent factory surface.

## Changes

- Always set `structured_response` in `_build_commands`; route on `state.get(""structured_response"") is not None`.
- On HITL reject: return `(None, tool_message)` so rejected calls are removed from `tool_calls`.
- `ToolCallLimitMiddleware.before_model` — proactive limit enforcement.
- `FinalAnswerMiddleware` + `stream_final_only=True` on `create_agent`.
- `DynamicToolsMiddleware` helper and relaxed dynamic `response_format` naming.
- `SummarizationMiddleware` delegates cutoff to `find_safe_message_cutoff` (requires core PR merged or stacked).
- Anthropic `http_client` / `http_async_client` kwargs on chat model.

## Release note

- Fixed stale `structured_response` leaking between agent turns.
- Rejected human-in-the-loop tool calls are no longer left on the assistant message for execution.
- New optional middleware: dynamic tools, final-answer streaming filter, proactive tool-call limits.

## Tests

- `test_structured_response_cleared_on_subsequent_turn` in `test_wrap_model_call_state_update.py`
- `test_human_in_the_loop_middleware_mixed_approve_reject` — expects 1 remaining tool call after reject
- `test_tool_call_limit.py` — proactive `before_model` cases

```bash
uv run --group test pytest \
  libs/langchain_v1/tests/unit_tests/agents/middleware/core/test_wrap_model_call_state_update.py \
  libs/langchain_v1/tests/unit_tests/agents/middleware/implementations/test_human_in_the_loop.py \
  libs/langchain_v1/tests/unit_tests/agents/middleware/implementations/test_tool_call_limit.py
```

**Note:** Stack on core `find_safe_message_cutoff` PR if summarization import fails on master alone.

---

_Disclaimer: This contribution was prepared with assistance from an AI coding agent._",sudip-das-0,2026-07-02T18:02:41Z,False,"['langchain', 'fix', 'external', 'size: M', 'missing-issue-link', 'new-contributor']"
langchain-ai/langchain,38618,"feat(core): streaming cache, find_safe_message_cutoff, pydantic v2 tool schemas","---

Chat model `stream()` did not participate in the global LLM cache while `invoke()` did. `astream()` had the same gap. Message summarization used a private cutoff helper. Nested Pydantic v2 models were marked xfail in OpenAI function conversion tests. `RunnableSequence` emitted child `on_chain_start` before the previous step finished in `astream_events`.

## Changes

- Add cache lookup/update to `BaseChatModel.stream()` and `astream()`.
- Export `find_safe_message_cutoff()` from `langchain_core.messages.utils`.
- Remove xfail on nested Pydantic v2 `convert_to_openai_function` test and assert schema shape.
- Fix `RunnableSequence` transform ordering so prefix steps complete before downstream `on_chain_start` (preserves streaming for the last two steps).

## Release note

- `BaseChatModel.stream()` and `astream()` now respect the global LLM cache when enabled.
- `find_safe_message_cutoff` is a public utility for safe message truncation.
- `astream_events` on `RunnableSequence` reports step completion in the expected order.

## Tests

- `libs/core/tests/unit_tests/language_models/chat_models/test_cache.py` — `test_global_cache_stream`, `test_global_cache_astream`
- `libs/core/tests/unit_tests/messages/test_find_safe_message_cutoff.py`
- `libs/core/tests/unit_tests/utils/test_function_calling.py` — nested v2 model
- `libs/core/tests/unit_tests/runnables/test_runnable_events_v2.py::test_chain_ordering`

```bash
uv run --group test pytest \
  libs/core/tests/unit_tests/language_models/chat_models/test_cache.py \
  libs/core/tests/unit_tests/messages/test_find_safe_message_cutoff.py \
  libs/core/tests/unit_tests/utils/test_function_calling.py::test_convert_to_openai_function_nested_v2 \
  libs/core/tests/unit_tests/runnables/test_runnable_events_v2.py::test_chain_ordering
```

---

_Disclaimer: This contribution was prepared with assistance from an AI coding agent._",sudip-das-0,2026-07-02T18:02:36Z,False,"['core', 'feature', 'external', 'size: M', 'missing-issue-link', 'new-contributor']"
langchain-ai/langchain,38617,"fix(openrouter,anthropic): httpx client lifecycle and cache_control blocks","Closes #38610
Closes #38398

---

`ChatOpenRouter` created httpx clients without explicit lifecycle management, which could leak connections in long-running apps. Anthropic prompt caching was not applied on the last eligible content block in all code paths.

## Changes

- OpenRouter: store sync/async httpx clients; add `close()`, `aclose()`, and `__del__` cleanup.
- Anthropic: always apply `_apply_cache_control_to_last_eligible_block` when building requests.

## Release note

- `ChatOpenRouter` now exposes `close()` / `aclose()` for httpx client cleanup.
- Anthropic chat models consistently attach `cache_control` to the last eligible block.

## Tests

- `libs/partners/openrouter/tests/unit_tests/test_client_lifecycle.py` — client creation, close, async close.

```bash
uv run --group test pytest libs/partners/openrouter/tests/unit_tests/test_client_lifecycle.py
```

---

_Disclaimer: This contribution was prepared with assistance from an AI coding agent._",sudip-das-0,2026-07-02T18:02:31Z,False,"['integration', 'fix', 'anthropic', 'external', 'openrouter', 'size: S', 'missing-issue-link', 'new-contributor']"
langchain-ai/langchain,38616,fix(openai): prefer AZURE_OPENAI_API_KEY with deprecation fallback,"---

Azure OpenAI integrations historically fell back to `OPENAI_API_KEY`, which is surprising when both are set and makes key rotation harder. This introduces a shared helper that prefers the Azure-specific variable and emits a deprecation warning when falling back.

## Changes

- Add `azure_openai_api_key_from_env()` in `_azure_env.py`.
- Wire Azure chat, embeddings, and LLM classes to use the helper.

## Release note

- Azure OpenAI integrations now prefer `AZURE_OPENAI_API_KEY`. Using `OPENAI_API_KEY` as a fallback logs a deprecation warning.

## Tests

- `libs/partners/openai/tests/unit_tests/test_azure_env.py` — precedence, missing keys, deprecation warning.

```bash
uv run --group test pytest libs/partners/openai/tests/unit_tests/test_azure_env.py
```

---

_Disclaimer: This contribution was prepared with assistance from an AI coding agent._",sudip-das-0,2026-07-02T18:02:26Z,False,"['integration', 'fix', 'openai', 'external', 'size: S', 'missing-issue-link', 'new-contributor']"
langchain-ai/langchain,38615,"fix(core,chroma,qdrant): SSRF hardening and relevance score normalization","Closes #37297
Closes #38506
Closes #38504

---

A `local_test` bypass in SSRF protection allowed requests to internal hosts during tests without the same policy enforcement as production. Chroma and Qdrant vector stores also returned inconsistent relevance scores because metric-specific normalization was missing or overridden incorrectly.

## Changes

- Remove `local_test` SSRF bypass; tighten `_effective_allowed_hosts` and allow `testserver` via allowed-host early return.
- Chroma: infer distance metric from `collection_metadata`; apply correct relevance function in `similarity_search_by_vector_with_relevance_scores`.
- Qdrant: remove incorrect relevance-score overrides; fix cosine relevance mapping.
- Mistral: remove stale retry TODO comments.

## Release note

- SSRF protection no longer skips validation in local test mode.
- Chroma and Qdrant `similarity_search_*_with_relevance_scores` return normalized scores consistent with each collection's metric.

## Tests

- `libs/core/tests/unit_tests/test_ssrf_protection.py` — regression for removed bypass.
- `libs/partners/chroma/tests/unit_tests/test_vectorstores.py` — relevance and image URI validation (path traversal covered in same file).
- Chroma integration relevance assertions updated.

```bash
uv run --group test pytest libs/core/tests/unit_tests/test_ssrf_protection.py libs/partners/chroma/tests/unit_tests/test_vectorstores.py
```

---

_Disclaimer: This contribution was prepared with assistance from an AI coding agent._",sudip-das-0,2026-07-02T18:02:21Z,False,"['integration', 'core', 'fix', 'chroma', 'mistralai', 'qdrant', 'external', 'size: S', 'missing-issue-link', 'new-contributor']"
langchain-ai/langchain,38614,fix(core): cache __len__ truthiness and add_texts generator zip,"Closes #38440
Closes #37673

---

Custom LLM caches that implement `__len__` but evaluate as falsy when empty (e.g. return `0`) were skipped because LangChain used `if llm_cache:` instead of `if llm_cache is not None:`. That caused cache lookups and updates to be silently bypassed for valid empty caches.

Separately, `VectorStore.add_texts` zipped the original `texts` argument against the normalized `texts_` list when `metadatas` was a generator. That misaligned rows when callers passed a generator for metadata.

## Changes

- Use `llm_cache is not None` in `BaseLLM` and `BaseChatModel` cache paths.
- Zip `texts_` (not `texts`) when pairing with generator `metadatas` in `add_texts`.

## Release note

- Fixed cache integration for custom caches whose `__len__` is `0`.
- Fixed `VectorStore.add_texts` when `metadatas` is a generator.

## Tests

- `libs/core/tests/unit_tests/language_models/llms/test_cache.py` — `EmptyLenCache` exercises truthy `__len__` with falsy bool.
- `libs/core/tests/unit_tests/vectorstores/test_vectorstore.py` — generator metadata alignment.

```bash
uv run --group test pytest libs/core/tests/unit_tests/language_models/llms/test_cache.py libs/core/tests/unit_tests/vectorstores/test_vectorstore.py
```

---

_Disclaimer: This contribution was prepared with assistance from an AI coding agent._",sudip-das-0,2026-07-02T18:02:16Z,False,"['core', 'fix', 'external', 'size: S', 'missing-issue-link', 'new-contributor']"
langchain-ai/langchain,38613,fix(core): respect descriptions for schema-free tools,"Closes #38138

---

When users decorate a simple string tool with `@tool(infer_schema=False)`, the tool now uses the explicit `description` argument when present and otherwise falls back to the function docstring. This lets schema-free tools behave consistently with the documented description precedence and avoids requiring a docstring when a description was provided.

Regression coverage now exercises both fallback paths.

## Release note

`@tool(infer_schema=False)` now respects explicit descriptions and function docstrings when constructing simple tools.

This contribution was prepared with assistance from an AI coding agent.",sjsjsjjs534,2026-07-02T13:17:57Z,False,"['core', 'fix', 'external', 'size: XS', 'missing-issue-link', 'new-contributor']"
langchain-ai/langchain,38611,fix(core): honor `description` and docstring for `@tool(infer_schema=False)`,"Closes #38138

---

When `@tool` is used with `infer_schema=False` and no `args_schema`, the decorator builds a plain string-in/string-out `Tool`. That code path had two problems:

- A user-supplied `description` was captured but never passed to the `Tool` constructor — the description was hardcoded to `""<name> tool""` and silently discarded.
- A docstring was *required*, yet even when present it was never used as the description.

The fix prefers an explicit `description` when provided, otherwise falls back to the function's stripped docstring, and preserves the existing `ValueError` when neither is available. No public signature changes.

Added regression tests covering all three cases (explicit description honored, docstring fallback, and the error when both are missing).

_Disclaimer: this contribution was prepared with the assistance of an AI agent._

🤖 Generated with [Claude Code](https://claude.com/claude-code)",vansvan17,2026-07-02T11:48:14Z,False,"['core', 'fix', 'external', 'size: S', 'missing-issue-link', 'new-contributor']"
langchain-ai/langchain,38609,fix(openai): preserve Pydantic schema for structured output on Responses API,"Closes #38561

---

When `reasoning` forces `ChatOpenAI` onto the Responses API, `with_structured_output()` loses the original Pydantic class because `_convert_to_openai_response_format` converts it to a dict. This causes `_generate`/`_agenerate` to call `responses.create()` instead of `responses.parse()`, so servers that don't enforce structured output (e.g. llama.cpp, vLLM) return plain text that fails Pydantic validation with a cryptic error.

**Changes:**

1. **Preserve the Pydantic class** — `with_structured_output()` now passes the original class via `_pydantic_response_format` so `_construct_responses_api_payload` can set `text_format` (enabling `responses.parse()`) and `_generate`/`_agenerate` can choose the correct code path.

2. **`reasoning` → `reasoning_effort` translation on Chat Completions path** — when `use_responses_api=False` is set explicitly but `reasoning={""effort"": ""...""}` was configured, the dict is now translated to the `reasoning_effort` string param that Chat Completions accepts. This gives users a working escape hatch without hitting `TypeError: parse() got an unexpected keyword argument 'reasoning'`.

## Release note

`ChatOpenAI.with_structured_output()` now works correctly when `reasoning` is configured (which forces the Responses API). Previously, the Pydantic schema was lost during payload construction, causing servers that don't enforce structured output to return unparseable plain text. Additionally, setting `use_responses_api=False` with `reasoning={...}` no longer raises a `TypeError`.

---

Assisted-by: Claude Opus 4.6",krrishapatel,2026-07-02T08:21:48Z,False,"['integration', 'fix', 'openai', 'external', 'size: S', 'missing-issue-link', 'new-contributor']"
langchain-ai/langchain,38608,feat(core): add static tool security scanner for credential leakage,"Fixes #38589

Developers building agents with custom `@tool` / `BaseTool` implementations can accidentally leak credentials into the agent observation loop (return values, stdout, logs) even when secrets are loaded safely from the environment.
This PR adds `langchain_core.security.ToolSecurityScanner`, a stdlib-only static analyzer that flags those paths before deployment, including cross-modal cases where the tool description references credentials and the code has a matching sink.


**Breaking changes:** None. Additive `@beta` API only.

**Package touched:** `langchain-core` only. No `pyproject.toml` or lockfile changes. No new dependencies.

## Release note

Adds a beta `ToolSecurityScanner` in `langchain_core.security`. Call `scan_tool()`, `scan_callable()`, or `scan_path()` to detect credential leakage into agent-visible sinks (return, stdout, logging, network) with six advisory rules (`LC-TOOL-001` through `LC-TOOL-006`), including cross-modal detection when tool descriptions and implementations align on a leak path.

## How did you verify your code works?

From `libs/core`:

```bash
make format
make lint
make test
pytest tests/unit_tests/security/test_tool_scanner.py -v

Added tests/unit_tests/security/test_tool_scanner.py 
with 11 unit tests covering safe tools, credential-to-return/stdout/network sinks, cross-modal findings (LC-TOOL-005), hardcoded secrets, scan_path() on @tool files, raise_on_findings() CI gates, and ScanResult serialization. All 11 tests pass locally.

Social handles (optional)
LinkedIn: https://www.linkedin.com/in/abhishek-shil-582530139/",abhishekshil,2026-07-02T07:18:49Z,False,"['core', 'feature', 'external', 'size: XL', 'missing-issue-link', 'new-contributor']"
langchain-ai/langchain,38607,fix(core): use `is not None` for `llm_cache` presence checks in LLM helpers,"Closes #38440

---

`get_prompts`, `aget_prompts`, and `aupdate_cache` check cache presence with `if llm_cache:`. A cache that implements `__len__` evaluates to falsy when empty (`len() == 0`), so the lookup/update is skipped even though a cache is configured. When the prompt is not found in `existing_prompts`, the subsequent `existing_prompts[i]` indexing raises `KeyError`.

The sibling function `update_cache` (sync) already uses `if llm_cache is not None:` correctly. This change makes the three async/sync helpers consistent with it.

Changed three `if llm_cache:` checks to `if llm_cache is not None:` — the only correct way to distinguish ""no cache configured"" from ""cache configured but currently empty"".

Added two regression tests (`test_empty_cache_with_len_sync` / `test_empty_cache_with_len_async`) using an `EmptyInMemoryCache` subclass that exposes `__len__`. Both confirm that `generate` and `agenerate` correctly populate and hit the cache even when it starts empty.

> Note: this fix was developed with AI assistance.",okxint,2026-07-02T06:32:29Z,False,"['core', 'fix', 'external', 'size: XS', 'missing-issue-link', 'new-contributor']"
langchain-ai/langchain,38606,docs(core): align `add_message` Raises docstring with error message,"Fixes #38603

---

**Summary**

Updated the Raises section in `BaseChatMessageHistory.add_message` docstring to accurately reflect the runtime behavior.

**Changes**

Modified `libs/core/langchain_core/chat_history.py` line 155-156:

**Before:**
```python
Raises:
    NotImplementedError: If the sub-class has not implemented an efficient
        `add_messages` method.
```

**After:**
```python
Raises:
    NotImplementedError: If the sub-class has not implemented `add_message`
        or `add_messages` method.
```

**Why**

The original docstring only mentioned `add_messages`, but the actual error message says ""Please implement add_message or add_messages"". This fix aligns the documentation with the code behavior, improving clarity for subclass implementers.

**Testing**

All existing unit tests pass:
-  `make format`, `make lint` and `make test` 
- `test_add_message_implementation_only`
- `test_bulk_message_implementation_only`
- `test_async_interface`

**Scope**

Pure documentation fix with no behavioral changes.",Traving-Yu,2026-07-02T04:54:53Z,False,"['documentation', 'core', 'external', 'size: XS', 'missing-issue-link', 'new-contributor']"
langchain-ai/langchain,38604,docs(core): align `add_message` Raises docstring with error message,"Fixes #38603

---

**Summary**

Updated the Raises section in `BaseChatMessageHistory.add_message` docstring to accurately reflect the runtime behavior.

**Changes**

Modified `libs/core/langchain_core/chat_history.py` line 155-156:

**Before:**
```python
Raises:
    NotImplementedError: If the sub-class has not implemented an efficient
        `add_messages` method.
```

**After:**
```python
Raises:
    NotImplementedError: If the sub-class has not implemented `add_message`
        or `add_messages` method.
```

**Why**

The original docstring only mentioned `add_messages`, but the actual error message says ""Please implement add_message or add_messages"". This fix aligns the documentation with the code behavior, improving clarity for subclass implementers.

**Testing**

All existing unit tests pass:
-  `make format`, `make lint` and `make test` 
- `test_add_message_implementation_only`
- `test_bulk_message_implementation_only`
- `test_async_interface`

**Scope**

Pure documentation fix with no behavioral changes.",Traving-Yu,2026-07-02T03:04:02Z,False,"['documentation', 'core', 'external', 'size: XS', 'missing-issue-link', 'new-contributor', 'fork-main-head']"
langchain-ai/langchain,38602,feat(langchain): add deterministic middleware orchestration,"Fixes #37972

---

Right now middleware runs in the order you put it in the list. When an agent has several — safety, PII redaction, prompt transforms, logging, metrics — there's no clean way to say ""this one must run before that one,"" to mark the read-only ones as safe to run at the same time, or to see what actually ran in what order. It gets hard to follow as the list grows.

This adds a thin layer on top of the existing `AgentMiddleware` so you can declare a stack explicitly. It still compiles down to a normal middleware list that `create_agent` already accepts, so nothing existing changes.

What's in it:
- `MiddlewareSpec` — wraps a middleware with a name, priority, `depends_on`, and a mode.
- `MiddlewareStack` — checks the specs and works out a stable run order; you can pass it straight to `create_agent`.
- Validation for duplicate names, unknown dependencies, and dependency cycles, plus rejecting anything marked read-only that actually mutates state or controls flow.
- Read-only middleware can run concurrently; their results are merged in a fixed order (same result no matter which finishes first), and there's a trace of the real run order for debugging.
- Order is a topological sort on `depends_on`, with ties broken by priority then name. `depends_on` always wins over priority.

Left out for now (want to check the direction first): batched mode and conditional activation.

No new dependencies (just `graphlib` and `asyncio` from the stdlib), fully typed, backward compatible. Added unit tests for the ordering/validation, the deterministic merge, and an end-to-end `create_agent` run with a fake model.

Opening as a draft to get a maintainer's read on whether this direction and the naming look right before I build it out further. Happy to change anything.",ChetanyaRathi,2026-07-01T22:57:48Z,False,"['langchain', 'feature', 'external', 'size: L', 'missing-issue-link', 'new-contributor']"
