repo,pr_id,title,body,author,created_time,merged,labels
microsoft/vscode,324128,build(deps-dev): bump tmp from 0.2.6 to 0.2.7 in /test/integration/browser,"Bumps [tmp](https://github.com/raszi/node-tmp) from 0.2.6 to 0.2.7.
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/raszi/node-tmp/commit/8ea1f37d75c67569e0f151448330d52f7babf211""><code>8ea1f37</code></a> Bump up the version</li>
<li><a href=""https://github.com/raszi/node-tmp/commit/8f24f788a356b5d45c9bec894632bd4931338153""><code>8f24f78</code></a> Merge commit from fork</li>
<li><a href=""https://github.com/raszi/node-tmp/commit/ce787f37aaacccad921ae90990c9da33481fe59c""><code>ce787f3</code></a> Reject non-string prefix, postfix, template</li>
<li>See full diff in <a href=""https://github.com/raszi/node-tmp/compare/v0.2.6...v0.2.7"">compare view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=tmp&package-manager=npm_and_yarn&previous-version=0.2.6&new-version=0.2.7)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot show <dependency name> ignore conditions` will show all of the ignore conditions of the specified dependency
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)
You can disable automated security fix PRs for this repo from the [Security Alerts page](https://github.com/microsoft/vscode/network/alerts).

</details>",dependabot[bot],2026-07-02T23:35:13Z,False,"['javascript', 'dependencies']"
microsoft/vscode,324127,Group agent-host models by provider in the picker,"Agent-host models all share one vendor, so the Agents window picker showed them in a single flat bucket — BYOK models from OpenAI, Google, custom endpoints, etc. were indistinguishable.",vritant24,2026-07-02T23:22:52Z,False,[]
microsoft/vscode,324125,Update distro commit to 5b10bb5b3d400cf801a343ebe7ed2e9835df5ab4,Bump the distro commit in package.json to the requested value. This change updates the distro manifest entry used by the repo build and test tooling.,connor4312,2026-07-02T23:19:24Z,True,[]
microsoft/vscode,324124,Read remote user mcp.json into configuration model,"Fixes #256546

### Problem

`RemoteUserConfiguration` constructed `FileServiceBasedRemoteUserConfiguration` with only `settingsPath`, so the user-level `mcp.json` on a remote host (`environment.mcpResource`) was never read into the configuration model and never watched for changes. As a result, `inspect('mcp').userRemoteValue` was always `undefined` in remote windows (SSH / WSL / dev containers), and starting an MCP server that references `${input:...}` variables failed with:

```
Error starting <mcp server>: CodeExpectedError: Variable '<input>' must be defined in an 'inputs' section of the debug or task configuration.
```

This also explains the known workaround: `.vscode/mcp.json` works because the workspace folder layer already handles standalone configuration resources.

### Fix

Wires `environment.mcpResource` through to `FileServiceBasedRemoteUserConfiguration` as a standalone configuration resource, mirroring the existing handling in `UserConfiguration` (local user `mcp.json`/`tasks.json`) and `FolderConfiguration` (`.vscode/*.json`):

- reads remote `mcp.json` in parallel with `settings.json` on reload, parses it with `StandaloneConfigurationModelParser`, and merges it into the model (`consolidate`)
- tolerates a missing file (`FILE_NOT_FOUND` / `FILE_NOT_DIRECTORY`), since `mcp.json` is optional
- watches the resource and its parent directory, so an `mcp.json` created or edited after the window connects is picked up without a reload

### Verification

- New unit test in the `WorkspaceConfigurationService - Remote Folder` suite asserting that remote `mcp.json` contents (inputs + servers) surface through `inspect('mcp').userRemoteValue`
- Verified live against a from-source build with the `vscode-test-resolver` remote authority: created `mcp.json` in the remote server's `data/User` folder while the window was open — the MCP server appeared without a reload, the `promptString` input was prompted for, and the server started with the resolved value
- Reproduced the original error on a current Remote-WSL install (pre-fix server build) to confirm the root cause",inasaku86,2026-07-02T23:18:54Z,False,[]
microsoft/vscode,324121,Don't crash BYOK/custom models when the response hits the length limit,"Fixes #319592

When a custom/BYOK model returns `finish_reason: ""length""` (hit its context
window), we threw `Error: Response too long.` and discarded everything the model
already streamed.

By the time we get the `Length` result the partial text has already been
streamed via the finished callback, so instead of throwing we just resolve and
keep it. This matches how the rest of the codebase already handles `Length`
(`defaultIntentRequestHandler`, `agentIntent`, `codeMapper` all use the partial
text rather than failing).",vritant24,2026-07-02T22:41:58Z,True,[]
microsoft/vscode,324120,chat: accept local folder paths in Install Plugin from Source,"## What

""Install Plugin from Source"" now accepts local folder paths in addition to GitHub shorthand (`owner/repo`) and git clone URLs. Supported local forms:

- `file://` URIs
- Absolute filesystem paths (posix / win32)
- `~`-prefixed paths (tilde-expanded via `IPathService`; the original form is preserved in config for portability)

When given a local folder, the install flow inspects the directory and routes it to the appropriate setting:

- **Marketplace** (contains a `marketplace.json`) → registered under `chat.plugins.marketplaces` (as a `file://` URI) and its plugin(s) installed.
- **Standalone plugin** (contains a single-plugin manifest like `.plugin/plugin.json`, `.claude-plugin/plugin.json`, or `plugin.json`) → registered under `chat.pluginLocations`.

## Why

Previously local file paths were explicitly rejected. Users with plugins checked out locally (or a local marketplace clone) had no way to install them through this command.

## Notable changes

- `IPluginMarketplaceService.isPluginDirectory(dir)` added to detect a standalone-plugin manifest (reuses the existing single-plugin manifest definitions).
- `PluginInstallService` gains local-source resolution/routing (`_doInstallFromLocalSource`, `_addPluginLocationToConfig`, path helpers) and injects `IPathService`. Shared discovery/install branching extracted into `_installDiscoveredPlugins`.
- **API consolidation:** `installPluginFromSource` and `installPluginFromValidatedSource` collapsed into a single result-returning `installPluginFromSource`. The service no longer emits UI notifications for source-level errors — callers surface the returned message. `pluginUrlHandler` now notifies on the untargeted path (newly injects `INotificationService`).
- Updated the action's input-box placeholder/prompt and `AGENTS_PLUGINS.md`.

## Reviewer notes

- `validatePluginSource` is kept for live input-box validation and now also accepts local path formats.
- Internal install-time errors (e.g. ""plugin directory not found"", package-install failures) still notify directly from within `installPlugin`; only source-level errors moved to the result contract.

## Validation

- `npm run typecheck-client`
- `npm run valid-layers-check`
- eslint on changed files
- Unit tests: `pluginInstallService` + `pluginUrlHandler` (74 passing), `pluginMarketplaceService` (79 passing)

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>
",connor4312,2026-07-02T22:32:43Z,True,[]
microsoft/vscode,324118,Fix browser behaviors in agents window,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",kycutler,2026-07-02T22:25:33Z,True,[]
microsoft/vscode,324117,Enable provider-level ZDR for OpenAI BYOK and surface Responses API stream errors as terminal failures,"This PR improves two OpenAI BYOK behaviors:

- Adds `zeroDataRetentionEnabled` at the OpenAI provider group level in `chatLanguageModels.json`.
    - Wires provider config into openAIProvider so group-level ZDR applies consistently (while preserving model-level fallback behavior).
- Ensures raw Responses API error stream events resolve as a terminal server error instead of falling through to generic “no choices” failures.
- Adds/updates unit tests for both the provider-level ZDR merge behavior and Responses API terminal error mapping.
",vritant24,2026-07-02T22:15:41Z,True,[]
microsoft/vscode,324116,AgentHost - add table to store reviewed files,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",lszomoru,2026-07-02T21:48:55Z,True,[]
microsoft/vscode,324114,Add bilingual Simplified Chinese labels to settings,"This PR adds bilingual English/Simplified Chinese display labels for Settings UI entries, plus a small set of natural Simplified Chinese descriptions for commonly used settings.\n\nIt also includes tests for requested bilingual setting titles.\n\nNote: this is a customized bilingual UI change rather than a standard localization-only update.",boxi-wangji,2026-07-02T21:34:47Z,False,[]
microsoft/vscode,324111,Skip flaky test,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",kycutler,2026-07-02T21:13:28Z,True,[]
microsoft/vscode,324109,Enable remote proxying by default in Insiders,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",kycutler,2026-07-02T21:02:17Z,True,[]
microsoft/vscode,324108,Browser: don't oversize the placeholder when DevTools is docked inline,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",kycutler,2026-07-02T20:51:39Z,True,[]
microsoft/vscode,324106,remove padding from changed view to make it aligned with rest of chat,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->

before:
<img width=""211"" height=""125"" alt=""Screenshot 2026-07-02 at 1 40 48 PM"" src=""https://github.com/user-attachments/assets/ca2cb91f-dcec-4583-b4bb-89fff9e4fb23"" />


after:
<img width=""219"" height=""127"" alt=""Screenshot 2026-07-02 at 1 40 11 PM"" src=""https://github.com/user-attachments/assets/13bca12e-773e-4e4c-88ca-cd4527f78b5c"" />
",justschen,2026-07-02T20:40:59Z,False,[]
microsoft/vscode,324105,Bump @anthropic-ai/claude-agent-sdk to 0.3.198,"Bumps the pinned Claude agent SDK from `0.3.187` to `0.3.198` (latest stable) following the procedure in `build/agent-sdk/README.md`.

## Changes
- `build/agent-sdk/agents/claude/package.json` — exact `dependencies` pin → `0.3.198`
- `build/agent-sdk/agents/claude/package-lock.json` — refreshed via `npm install --package-lock-only --ignore-scripts`
- `package.json` — matching root `devDependencies` types pin → `0.3.198`
- `package-lock.json` — refreshed via root `npm install`

This keeps the build-time pin and the shipped types in lockstep. The next pipeline run rebuilds + uploads each platform tarball at the new content-addressed CDN path and re-stamps `product.agentSdks`.

🤖 Generated with [Claude Code](https://claude.com/claude-code)",TylerLeonhardt,2026-07-02T20:40:23Z,True,[]
microsoft/vscode,324104,fix subagent header bug,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->

fix https://github.com/microsoft/vscode/issues/324101",justschen,2026-07-02T20:24:30Z,True,[]
microsoft/vscode,324103,"chat: show ""Starting MCP servers…"" hint for slow agent-host startup","Addresses #323908.

We already surface `ChatMcpAuthenticationContentPart` for agent-host sessions, but there was no representation of the long delay that can happen at startup while MCP servers spin up. This adds a lightweight, observable-backed ""Starting MCP servers…"" progress hint, in the spirit of the existing `ChatMcpServersInteractionContentPart`.

### Behavior
- After a new turn begins, if one or more MCP servers remain in the `starting` state past a short grace period (**5s**) **without any content arriving from the host**, a part is shown: _""Starting MCP servers \`x\`, \`y\`...""_.
- It updates dynamically as servers finish starting, and hides itself once **all servers have started**, **content starts being received**, or **the turn ends** — whichever happens first.
- There is **no** ""Skip"" affordance (unlike the in-process autostart flow).

### Changes
- New progress kind `IChatMcpServersStartingSlow` (+ `IChatMcpStartingServer`) wired through `IChatProgress`, `IChatProgressResponseContent`, `IChatRendererContent`, and excluded from operation-log serialization (it is observable-backed, like the auth part).
- New renderer `ChatMcpServersStartingContentPart` + wiring in `chatListRenderer` (render case + ""working"" progress detection).
- `agentHostSessionHandler`: a `mcpStarting$` derived over enabled servers in the `Starting` state, plus the grace-period / content-arrival / turn-end orchestration that emits and updates the part.
- Unit test for the new content part (render/update/hide + `hasSameContent`).

### Validation
- `npm run typecheck-client`, `npm run valid-layers-check`, ESLint, and the new unit test all pass.",connor4312,2026-07-02T20:16:59Z,True,[]
microsoft/vscode,324099,Copilot CLI agent-host: experimentation overrides + config split,"Ports two experimentation knobs from the Copilot Chat extension to the **Copilot CLI** agent-host provider, and splits the Copilot-CLI-specific root-config keys into their own schema. Both new settings are advanced/experimental and affect **Copilot CLI agent-host sessions only**.

## New settings

- **`chat.agentHost.reasoningEffortOverride`** — force a reasoning effort (`low` / `medium` / `high` / `xhigh`) regardless of the model picker. Applied at session create and on model change; unsupported values are ignored.
- **`chat.agentHost.modelCapabilityOverrides`** — alias a preview model id to a known `family` so it gets that family's tuned prompt. The model id sent to the runtime is unchanged; only prompt routing sees the alias.

## Notable changes

- New `copilotCliConfig.ts` owns the CLI-only keys (the two above plus `opus48Prompt`, `enableCustomTerminalTool`, `rubberDuck`, moved out of the shared schema). Wire key strings are unchanged, so persisted config stays valid.
- Shared `AgentHostRootConfigForwarder` de-duplicates the settings → root-config forwarding, centralizing the schema gate, hydration retry, and cross-window loop guard (#314385).",bhavyaus,2026-07-02T19:08:54Z,False,[]
microsoft/vscode,324096,feat(find): add option to ignore folded regions in find widget,"Fixes issue 324071

Added a new toggle option to the editor Find Widget to ignore matches inside folded (collapsed) code blocks. This is really useful when you've folded large sections of code (like imports or utility functions) and want to search only through your visible, expanded text.

How it works:
- Adds a new toggle button (fold icon) next to the 'Find in Selection' button.
- Filters out matches that overlap with hidden lines using the editor's getHiddenAreas().
- Updates highlights and match count automatically if you fold/unfold regions while the find widget is active.
- Saves your toggle preference in workspace storage.

Testing:
- Added a new test case in findModel.test.ts to verify the count changes correctly when folding/unfolding and toggling the option.
- Verified client typecheck passes cleanly.",priyanshi498,2026-07-02T18:24:14Z,False,['triage-needed']
microsoft/vscode,324095,Auto mode: use the router's chosen_model instead of candidate_models[0],"Auto mode was picking the wrong model. When resolving the `auto` pseudo-model, we took `candidate_models[0]` from the router response and ignored `chosen_model` entirely. `chosen_model` is the router's actual pick after any server-side re-ranking (the Cost Sorting experiment being the one that bit us). The integrator contract is explicit about this:

> Use `chosen_model` for the upcoming chat call, and use `candidate_models` as the ordered fallback list.

— [auto-intent-service integrator docs](https://github.com/github/auto-intent-service/blob/main/docs/integrators_onboarding.md). The Copilot CLI already does this; VS Code was the odd one out.

This showed up as two separate-looking bugs that are really the same root cause:

1. **We sent a different model than the router chose.** In the report, `/models/session/intent` returned GPT-5.4 mini but the chat completion actually went to GPT-5.3 Codex.
2. **The ""Routed to …"" label didn't match the response footer.** The explainability label read the router's pick (GPT-5.4 mini) while the credits footer showed what actually served the request (GPT-5.3 Codex). Once selection reads `chosen_model`, the label, the request, and the footer all line up.

There's a knock-on effect too: because the Cost Sorting experiment only re-ranks `chosen_model`, anything reading `candidate_models[0]` was effectively invisible to it. That matches what we saw — the experiment moved the CLI but not VS Code.

## What changed

In `_tryRouterSelection` (`automodeService.ts`):

- Resolve `chosen_model` against the client's known endpoints first.
- Only fall back to walking `candidate_models` when `chosen_model` is missing or we don't have an endpoint for it.
- Emit `chosen_model` as `candidateModel` in the `automode.routerModelSelection` telemetry, so the ""router pick vs actual model"" comparison is actually meaningful.

## Why the tests didn't catch it

Every mocked router response in the spec set `chosen_model === candidate_models[0]`, so reading the wrong field gave the right answer by accident. The new tests decouple them:

- `should prefer chosen_model over candidate_models[0]` — resolved endpoint follows `chosen_model` when the two differ.
- `should surface chosen_model in the routing decision the UI displays` — the decision the ""Routed to"" label consumes matches the served endpoint (guards bug #2).
- `should emit candidateModel from chosen_model, not candidate_models[0]` — pins the telemetry field.
- Reworked the old `iterate all candidate_models` test into `should fall back to candidate_models when chosen_model has no endpoint` so it actually exercises the fallback path.

I confirmed the new tests fail on the pre-fix code (resolving `gpt-5.3-codex` instead of `gpt-5.4-mini`) and pass after the fix.

## Test plan

- [x] `vitest run automodeService.spec.ts` — 37 passing
- [x] Verified the decoupled tests fail on the old code, reproducing the reported GPT-5.4 mini → GPT-5.3 Codex mismatch
",aashna,2026-07-02T18:14:58Z,True,[]
microsoft/vscode,324092,agentHost: emit enhanced GH request.options.tools telemetry,"Brings agent-host restricted telemetry to parity with the Copilot extension's `request.options.tools` event.

- Emitted per `assistant.message` (the per-model-call boundary).
- `headerRequestId` carries the call's `x-copilot-service-request-id` (the runtime doesn't surface the client `x-request-id`); `conversationId` is the session id.
- Tool definitions ride in `messagesJson` (routed to the code-snippet table like the extension), each event gets a fresh `unique_id`, and `copilot_trackingId` (token `tid`) is set as a restricted-telemetry common property.",zhichli,2026-07-02T18:01:44Z,True,[]
microsoft/vscode,324089,Gate prompt cache breakpoints behind exp flag,"## Summary
- add a default-off experiment-based config key for Responses API prompt cache breakpoints
- gate `prompt_cache_breakpoint` emission behind the new flag and model support
- expose/localize the setting in `package.json` and `package.nls.json`
- update tests to cover default-off behavior and opt-in marker behavior

## Validation
- `npm run package`
- precommit hook during `git commit`",dileepyavan,2026-07-02T17:38:54Z,True,[]
microsoft/vscode,324088,chat: fix agent host Stop and Send action,"## Summary
- add a submit option for Stop and Send to cancel the active request before accepting input
- route the chat input Stop and Send dropdown action through that option
- add regression coverage that submit contexts forward acceptInputOptions to the widget

## Validation
- User verified the behavior works and looks good
- npm run precommit
- npm run typecheck-client (fails on pre-existing agent host protocol type errors unrelated to this change)
",connor4312,2026-07-02T17:37:31Z,True,[]
microsoft/vscode,324087,chat: keep sticky scroll with pending messages,"## Summary
- Treat the last non-pending chat item as the sticky scroll target so active responses keep following while queued or steering messages are shown below them.
- Keep most-recent response rendering/progressive rendering semantics aligned with that target.
- Add unit coverage for pending rows trailing a response.

## Validation
- npm run typecheck-client
- .\scripts\test.bat --run src\vs\workbench\contrib\chat\test\common\model\chatViewModel.test.ts --grep ""sticky scroll target ignores trailing pending items""
- node --experimental-strip-types build\hygiene.ts src\vs\workbench\contrib\chat\common\model\chatViewModel.ts src\vs\workbench\contrib\chat\browser\widget\chatListWidget.ts src\vs\workbench\contrib\chat\browser\widget\chatWidget.ts src\vs\workbench\contrib\chat\browser\widget\chatListRenderer.ts src\vs\workbench\contrib\chat\test\common\model\chatViewModel.test.ts
- npm run valid-layers-check",connor4312,2026-07-02T17:34:44Z,True,[]
microsoft/vscode,324084,feat: restore asar for node_modules,"Fixes https://github.com/microsoft/vscode/issues/228064
Fixes https://github.com/microsoft/vscode/issues/319428
For https://github.com/microsoft/vscode/issues/269500",deepak1556,2026-07-02T17:20:05Z,False,[]
